dx_cd,icd_code,icd_type,icd_desc
H20051,H20.051,2.0,"HYPOPYON, RIGHT EYE"
H2010,H20.10,2.0,"CHRONIC IRIDOCYCLITIS, UNSPECIFIED EYE"
2513,251.3,1.0,POSTSURGICAL HYPOINSULINEMIA
27651,276.51,1.0,DEHYDRATION
30490,304.90,1.0,"UNSPECIFIED DRUG DEPENDENCE, UNSPECIFIED USE"
30740,307.40,1.0,"NONORGANIC SLEEP DISORDER, UNSPECIFIED"
30982,309.82,1.0,ADJUSTMENT REACTION WITH PHYSICAL SYMPTOMS
3158,315.8,1.0,OTHER SPECIFIED DELAYS IN DEVELOPMENT
3182,318.2,1.0,PROFOUND INTELLECTUAL DISABILITIES
33911,339.11,1.0,EPISODIC TENSION TYPE HEADACHE
34673,346.73,1.0,"CHRONIC MIGRAINE WITHOUT AURA, WITH INTRACTABLE MIGRAINE, SO STATED, WITH STATUS MIGRAINOSUS"
35800,358.00,1.0,MYASTHENIA GRAVIS WITHOUT (ACUTE) EXACERBATION
71500,715.00,1.0,"OSTEOARTHROSIS, GENERALIZED, INVOLVING UNSPECIFIED SITE"
M23302,M23.302,2.0,"OTHER MENISCUS DERANGEMENTS, UNSPECIFIED LATERAL MENISCUS, UNSPECIFIED KNEE"
M24444,M24.444,2.0,"RECURRENT DISLOCATION, RIGHT FINGER"
M25842,M25.842,2.0,"OTHER SPECIFIED JOINT DISORDERS, LEFT HAND"
M40209,M40.209,2.0,"UNSPECIFIED KYPHOSIS, SITE UNSPECIFIED"
M435X9,M43.5X9,2.0,"OTHER RECURRENT VERTEBRAL DISLOCATION, SITE UNSPECIFIED"
75615,756.15,1.0,"FUSION OF SPINE (VERTEBRA), CONGENITAL"
75683,756.83,1.0,EHLERS-DANLOS SYNDROME
7797,779.7,1.0,PERIVENTRICULAR LEUKOMALACIA
83809,838.09,1.0,CLOSED DISLOCATION OF OTHER PART OF FOOT
8708,870.8,1.0,OTHER SPECIFIED OPEN WOUNDS OF OCULAR ADNEXA
9091,909.1,1.0,LATE EFFECT OF TOXIC EFFECTS OF NONMEDICAL SUBSTANCES
9140,914.0,1.0,"ABRASION OR FRICTION BURN OF HAND(S) EXCEPT FINGER(S) ALONE, WITHOUT MENTION OF INFECTION"
S82871K,S82.871K,2.0,"DISPLACED PILON FRACTURE OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION"
S86092A,S86.092A,2.0,"OTHER SPECIFIED INJURY OF LEFT ACHILLES TENDON, INITIAL ENCOUNTER"
S91103D,S91.103D,2.0,"UNSPECIFIED OPEN WOUND OF UNSPECIFIED GREAT TOE WITHOUT DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER"
S53419D,S53.419D,2.0,"RADIOHUMERAL (JOINT) SPRAIN OF UNSPECIFIED ELBOW, SUBSEQUENT ENCOUNTER"
H35063,H35.063,2.0,"RETINAL VASCULITIS, BILATERAL"
2520,252.0,1.0,HYPERPARATHYROIDISM
2538,253.8,1.0,OTHER DISORDERS OF THE PITUITARY AND OTHER SYNDROMES OF DIENCEPHALOHYPOPHYSEAL ORIGIN
2963,296.3,1.0,"MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE"
3210,321.0,1.0,CRYPTOCOCCAL MENINGITIS
33189,331.89,1.0,OTHER CEREBRAL DEGENERATION
36230,362.30,1.0,"RETINAL VASCULAR OCCLUSION, UNSPECIFIED"
Z87891,Z87.891,2.0,PERSONAL HISTORY OF NICOTINE DEPENDENCE
0479,047.9,1.0,UNSPECIFIED VIRAL MENINGITIS
1570,157.0,1.0,MALIGNANT NEOPLASM OF HEAD OF PANCREAS
S50852A,S50.852A,2.0,"SUPERFICIAL FOREIGN BODY OF LEFT FOREARM, INITIAL ENCOUNTER"
S52034A,S52.034A,2.0,"NONDISPLACED FRACTURE OF OLECRANON PROCESS WITH INTRAARTICULAR EXTENSION OF RIGHT ULNA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S52363A,S52.363A,2.0,"DISPLACED SEGMENTAL FRACTURE OF SHAFT OF RADIUS, UNSPECIFIED ARM, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S60221S,S60.221S,2.0,"CONTUSION OF RIGHT HAND, SEQUELA"
20932,209.32,1.0,MERKEL CELL CARCINOMA OF THE SCALP AND NECK
2328,232.8,1.0,CARCINOMA IN SITU OF OTHER SPECIFIED SITES OF SKIN
2707,270.7,1.0,OTHER DISTURBANCES OF STRAIGHT-CHAIN AMINO-ACID METABOLISM
29285,292.85,1.0,DRUG INDUCED SLEEP DISORDERS
30543,305.43,1.0,"SEDATIVE, HYPNOTIC OR ANXIOLYTIC ABUSE, IN REMISSION"
S25309A,S25.309A,2.0,"UNSPECIFIED INJURY OF UNSPECIFIED INNOMINATE OR SUBCLAVIAN VEIN, INITIAL ENCOUNTER"
S270XXD,S27.0XXD,2.0,"TRAUMATIC PNEUMOTHORAX, SUBSEQUENT ENCOUNTER"
S32511K,S32.511K,2.0,"FRACTURE OF SUPERIOR RIM OF RIGHT PUBIS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION"
S3730XA,S37.30XA,2.0,"UNSPECIFIED INJURY OF URETHRA, INITIAL ENCOUNTER"
86382,863.82,1.0,INJURY TO PANCREAS BODY WITHOUT MENTION OF OPEN WOUND INTO CAVITY
9855,985.5,1.0,TOXIC EFFECT OF CADMIUM AND ITS COMPOUNDS
99769,997.69,1.0,OTHER LATE AMPUTATION STUMP COMPLICATION
99941,999.41,1.0,ANAPHYLACTIC REACTION DUE TO ADMINISTRATION OF BLOOD AND BLOOD PRODUCTS
S42109D,S42.109D,2.0,"FRACTURE OF UNSPECIFIED PART OF SCAPULA, UNSPECIFIED SHOULDER, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
E7801,E78.01,2.0,FAMILIAL HYPERCHOLESTEROLEMIA
E784,E78.4,2.0,OTHER HYPERLIPIDEMIA
E9265,E926.5,1.0,EXPOSURE TO RADIOACTIVE ISOTOPES
E9283,E928.3,1.0,HUMAN BITE
E9337,E933.7,1.0,INTRAVENOUS BISPHOSPHONATES
F15980,F15.980,2.0,"OTHER STIMULANT USE, UNSPECIFIED WITH STIMULANT-INDUCED ANXIETY DISORDER"
0418,041.8,1.0,OTHER SPECIFIED BACTERIAL INFECTIONS IN CONDITIONS CLASSIFIED ELSEWHERE AND OF UNSPECIFIED SITE
1348,134.8,1.0,OTHER SPECIFIED INFESTATIONS
1580,158.0,1.0,MALIGNANT NEOPLASM OF RETROPERITONEUM
1975,197.5,1.0,SECONDARY MALIGNANT NEOPLASM OF LARGE INTESTINE AND RECTUM
20101,201.01,1.0,"HODGKIN'S PARAGRANULOMA INVOLVING LYMPH NODES OF HEAD, FACE, AND NECK"
K7460,K74.60,2.0,UNSPECIFIED CIRRHOSIS OF LIVER
L02435,L02.435,2.0,CARBUNCLE OF RIGHT LOWER LIMB
L600,L60.0,2.0,INGROWING NAIL
L678,L67.8,2.0,OTHER HAIR COLOR AND HAIR SHAFT ABNORMALITIES
M0689,M06.89,2.0,"OTHER SPECIFIED RHEUMATOID ARTHRITIS, MULTIPLE SITES"
S76392D,S76.392D,2.0,"OTHER SPECIFIED INJURY OF MUSCLE, FASCIA AND TENDON OF THE POSTERIOR MUSCLE GROUP AT THIGH LEVEL, LEFT THIGH, SUBSEQUENT ENCOUNTER"
S79122A,S79.122A,2.0,"SALTER-HARRIS TYPE II PHYSEAL FRACTURE OF LOWER END OF LEFT FEMUR, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S79812D,S79.812D,2.0,"OTHER SPECIFIED INJURIES OF LEFT HIP, SUBSEQUENT ENCOUNTER"
S81809A,S81.809A,2.0,"UNSPECIFIED OPEN WOUND, UNSPECIFIED LOWER LEG, INITIAL ENCOUNTER"
S82032D,S82.032D,2.0,"DISPLACED TRANSVERSE FRACTURE OF LEFT PATELLA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
S82042H,S82.042H,2.0,"DISPLACED COMMINUTED FRACTURE OF LEFT PATELLA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH DELAYED HEALING"
S82232B,S82.232B,2.0,"DISPLACED OBLIQUE FRACTURE OF SHAFT OF LEFT TIBIA, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE I OR II"
S8251XK,S82.51XK,2.0,"DISPLACED FRACTURE OF MEDIAL MALLEOLUS OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION"
S42272S,S42.272S,2.0,"TORUS FRACTURE OF UPPER END OF LEFT HUMERUS, SEQUELA"
S42309G,S42.309G,2.0,"UNSPECIFIED FRACTURE OF SHAFT OF HUMERUS, UNSPECIFIED ARM, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING"
S46109A,S46.109A,2.0,"UNSPECIFIED INJURY OF MUSCLE, FASCIA AND TENDON OF LONG HEAD OF BICEPS, UNSPECIFIED ARM, INITIAL ENCOUNTER"
S46199A,S46.199A,2.0,"OTHER INJURY OF MUSCLE, FASCIA AND TENDON OF LONG HEAD OF BICEPS, UNSPECIFIED ARM, INITIAL ENCOUNTER"
G459,G45.9,2.0,"TRANSIENT CEREBRAL ISCHEMIC ATTACK, UNSPECIFIED"
G610,G61.0,2.0,GUILLAIN-BARRE SYNDROME
G94,G94,2.0,OTHER DISORDERS OF BRAIN IN DISEASES CLASSIFIED ELSEWHERE
H02814,H02.814,2.0,RETAINED FOREIGN BODY IN LEFT UPPER EYELID
H04221,H04.221,2.0,"EPIPHORA DUE TO INSUFFICIENT DRAINAGE, RIGHT SIDE"
H05221,H05.221,2.0,EDEMA OF RIGHT ORBIT
H11432,H11.432,2.0,"CONJUNCTIVAL HYPEREMIA, LEFT EYE"
H119,H11.9,2.0,UNSPECIFIED DISORDER OF CONJUNCTIVA
H18603,H18.603,2.0,"KERATOCONUS, UNSPECIFIED, BILATERAL"
3220,322.0,1.0,NONPYOGENIC MENINGITIS
33383,333.83,1.0,SPASMODIC TORTICOLLIS
3441,344.1,1.0,PARAPLEGIA
3592,359.2,1.0,MYOTONIC DISORDERS
36511,365.11,1.0,PRIMARY OPEN ANGLE GLAUCOMA
30593,305.93,1.0,"NONDEPENDENT OTHER, MIXED, OR UNSPECIFIED DRUG ABUSE, IN REMISSION"
32725,327.25,1.0,CONGENITAL CENTRAL ALVEOLAR HYPOVENTILATION SYNDROME
6984,698.4,1.0,DERMATITIS FACTITIA (ARTEFACTA)
71430,714.30,1.0,CHRONIC OR UNSPECIFIED POLYARTICULAR JUVENILE RHEUMATOID ARTHRITIS
71699,716.99,1.0,UNSPECIFIED ARTHROPATHY INVOLVING MULTIPLE SITES
71820,718.20,1.0,"PATHOLOGICAL DISLOCATION OF JOINT, SITE UNSPECIFIED"
71841,718.41,1.0,CONTRACTURE OF JOINT OF SHOULDER REGION
7272,727.2,1.0,SPECIFIC BURSITIDES OFTEN OF OCCUPATIONAL ORIGIN
72885,728.85,1.0,SPASM OF MUSCLE
M1A30X0,M1A.30X0,2.0,"CHRONIC GOUT DUE TO RENAL IMPAIRMENT, UNSPECIFIED SITE, WITHOUT TOPHUS (TOPHI)"
M1A3421,M1A.3421,2.0,"CHRONIC GOUT DUE TO RENAL IMPAIRMENT, LEFT HAND, WITH TOPHUS (TOPHI)"
M23201,M23.201,2.0,"DERANGEMENT OF UNSPECIFIED LATERAL MENISCUS DUE TO OLD TEAR OR INJURY, LEFT KNEE"
M2520,M25.20,2.0,"FLAIL JOINT, UNSPECIFIED JOINT"
M25551,M25.551,2.0,PAIN IN RIGHT HIP
M4140,M41.40,2.0,"NEUROMUSCULAR SCOLIOSIS, SITE UNSPECIFIED"
78095,780.95,1.0,"EXCESSIVE CRYING OF CHILD, ADOLESCENT, OR ADULT"
789,789,1.0,OTHER SYMPTOMS INVOLVING ABDOMEN AND PELVIS
78930,789.30,1.0,"ABDOMINAL OR PELVIC SWELLING, MASS, OR LUMP, UNSPECIFIED SITE"
82111,821.11,1.0,"FRACTURE OF SHAFT OF FEMUR, OPEN"
8602,860.2,1.0,TRAUMATIC HEMOTHORAX WITHOUT MENTION OF OPEN WOUND INTO THORAX
S82891E,S82.891E,2.0,"OTHER FRACTURE OF RIGHT LOWER LEG, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING"
S85802D,S85.802D,2.0,"UNSPECIFIED INJURY OF OTHER BLOOD VESSELS AT LOWER LEG LEVEL, LEFT LEG, SUBSEQUENT ENCOUNTER"
S86892D,S86.892D,2.0,"OTHER INJURY OF OTHER MUSCLE(S) AND TENDON(S) AT LOWER LEG LEVEL, LEFT LEG, SUBSEQUENT ENCOUNTER"
S86911S,S86.911S,2.0,"STRAIN OF UNSPECIFIED MUSCLE(S) AND TENDON(S) AT LOWER LEG LEVEL, RIGHT LEG, SEQUELA"
E851,E85.1,2.0,NEUROPATHIC HEREDOFAMILIAL AMYLOIDOSIS
E9269,E926.9,1.0,EXPOSURE TO UNSPECIFIED RADIATION
F11221,F11.221,2.0,OPIOID DEPENDENCE WITH INTOXICATION DELIRIUM
F11250,F11.250,2.0,OPIOID DEPENDENCE WITH OPIOID-INDUCED PSYCHOTIC DISORDER WITH DELUSIONS
F11929,F11.929,2.0,"OPIOID USE, UNSPECIFIED WITH INTOXICATION, UNSPECIFIED"
F17229,F17.229,2.0,"NICOTINE DEPENDENCE, CHEWING TOBACCO, WITH UNSPECIFIED NICOTINE-INDUCED DISORDERS"
G245,G24.5,2.0,BLEPHAROSPASM
G2589,G25.89,2.0,OTHER SPECIFIED EXTRAPYRAMIDAL AND MOVEMENT DISORDERS
G5701,G57.01,2.0,"LESION OF SCIATIC NERVE, RIGHT LOWER LIMB"
S76102A,S76.102A,2.0,"UNSPECIFIED INJURY OF LEFT QUADRICEPS MUSCLE, FASCIA AND TENDON, INITIAL ENCOUNTER"
S76319A,S76.319A,2.0,"STRAIN OF MUSCLE, FASCIA AND TENDON OF THE POSTERIOR MUSCLE GROUP AT THIGH LEVEL, UNSPECIFIED THIGH, INITIAL ENCOUNTER"
S81851S,S81.851S,2.0,"OPEN BITE, RIGHT LOWER LEG, SEQUELA"
S82452A,S82.452A,2.0,"DISPLACED COMMINUTED FRACTURE OF SHAFT OF LEFT FIBULA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S8265XS,S82.65XS,2.0,"NONDISPLACED FRACTURE OF LATERAL MALLEOLUS OF LEFT FIBULA, SEQUELA"
I96,I96,2.0,"GANGRENE, NOT ELSEWHERE CLASSIFIED"
J349,J34.9,2.0,UNSPECIFIED DISORDER OF NOSE AND NASAL SINUSES
J84111,J84.111,2.0,"IDIOPATHIC INTERSTITIAL PNEUMONIA, NOT OTHERWISE SPECIFIED"
K0826,K08.26,2.0,SEVERE ATROPHY OF THE MAXILLA
K4140,K41.40,2.0,"UNILATERAL FEMORAL HERNIA, WITH GANGRENE, NOT SPECIFIED AS RECURRENT"
L02619,L02.619,2.0,CUTANEOUS ABSCESS OF UNSPECIFIED FOOT
L403,L40.3,2.0,PUSTULOSIS PALMARIS ET PLANTARIS
N320,N32.0,2.0,BLADDER-NECK OBSTRUCTION
N759,N75.9,2.0,"DISEASE OF BARTHOLIN'S GLAND, UNSPECIFIED"
N83519,N83.519,2.0,"TORSION OF OVARY AND OVARIAN PEDICLE, UNSPECIFIED SIDE"
O134,O13.4,2.0,"GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, COMPLICATING CHILDBIRTH"
O2202,O22.02,2.0,"VARICOSE VEINS OF LOWER EXTREMITY IN PREGNANCY, SECOND TRIMESTER"
O2492,O24.92,2.0,UNSPECIFIED DIABETES MELLITUS IN CHILDBIRTH
O30091,O30.091,2.0,"TWIN PREGNANCY, UNABLE TO DETERMINE NUMBER OF PLACENTA AND NUMBER OF AMNIOTIC SACS, FIRST TRIMESTER"
O30199,O30.199,2.0,"TRIPLET PREGNANCY, UNABLE TO DETERMINE NUMBER OF PLACENTA AND NUMBER OF AMNIOTIC SACS, UNSPECIFIED TRIMESTER"
O630,O63.0,2.0,PROLONGED FIRST STAGE (OF LABOR)
O631,O63.1,2.0,PROLONGED SECOND STAGE (OF LABOR)
N4883,N48.83,2.0,ACQUIRED BURIED PENIS
N83292,N83.292,2.0,"OTHER OVARIAN CYST, LEFT SIDE"
N939,N93.9,2.0,"ABNORMAL UTERINE AND VAGINAL BLEEDING, UNSPECIFIED"
O1202,O12.02,2.0,"GESTATIONAL EDEMA, SECOND TRIMESTER"
O4410,O44.10,2.0,"COMPLETE PLACENTA PREVIA WITH HEMORRHAGE, UNSPECIFIED TRIMESTER"
O99323,O99.323,2.0,"DRUG USE COMPLICATING PREGNANCY, THIRD TRIMESTER"
S92354B,S92.354B,2.0,"NONDISPLACED FRACTURE OF FIFTH METATARSAL BONE, RIGHT FOOT, INITIAL ENCOUNTER FOR OPEN FRACTURE"
S92909S,S92.909S,2.0,"UNSPECIFIED FRACTURE OF UNSPECIFIED FOOT, SEQUELA"
S97111D,S97.111D,2.0,"CRUSHING INJURY OF RIGHT GREAT TOE, SUBSEQUENT ENCOUNTER"
T18128A,T18.128A,2.0,"FOOD IN ESOPHAGUS CAUSING OTHER INJURY, INITIAL ENCOUNTER"
T2024XD,T20.24XD,2.0,"BURN OF SECOND DEGREE OF NOSE (SEPTUM), SUBSEQUENT ENCOUNTER"
T2124XS,T21.24XS,2.0,"BURN OF SECOND DEGREE OF LOWER BACK, SEQUELA"
T22032A,T22.032A,2.0,"BURN OF UNSPECIFIED DEGREE OF LEFT UPPER ARM, INITIAL ENCOUNTER"
T22059A,T22.059A,2.0,"BURN OF UNSPECIFIED DEGREE OF UNSPECIFIED SHOULDER, INITIAL ENCOUNTER"
H02026,H02.026,2.0,"MECHANICAL ENTROPION OF LEFT EYE, UNSPECIFIED EYELID"
H02136,H02.136,2.0,"SENILE ECTROPION OF LEFT EYE, UNSPECIFIED EYELID"
H05119,H05.119,2.0,GRANULOMA OF UNSPECIFIED ORBIT
H25811,H25.811,2.0,"COMBINED FORMS OF AGE-RELATED CATARACT, RIGHT EYE"
H25812,H25.812,2.0,"COMBINED FORMS OF AGE-RELATED CATARACT, LEFT EYE"
H3582,H35.82,2.0,RETINAL ISCHEMIA
S83002D,S83.002D,2.0,"UNSPECIFIED SUBLUXATION OF LEFT PATELLA, SUBSEQUENT ENCOUNTER"
S83105A,S83.105A,2.0,"UNSPECIFIED DISLOCATION OF LEFT KNEE, INITIAL ENCOUNTER"
S86311D,S86.311D,2.0,"STRAIN OF MUSCLE(S) AND TENDON(S) OF PERONEAL MUSCLE GROUP AT LOWER LEG LEVEL, RIGHT LEG, SUBSEQUENT ENCOUNTER"
S90411D,S90.411D,2.0,"ABRASION, RIGHT GREAT TOE, SUBSEQUENT ENCOUNTER"
S91012D,S91.012D,2.0,"LACERATION WITHOUT FOREIGN BODY, LEFT ANKLE, SUBSEQUENT ENCOUNTER"
S91119A,S91.119A,2.0,"LACERATION WITHOUT FOREIGN BODY OF UNSPECIFIED TOE WITHOUT DAMAGE TO NAIL, INITIAL ENCOUNTER"
S91122A,S91.122A,2.0,"LACERATION WITH FOREIGN BODY OF LEFT GREAT TOE WITHOUT DAMAGE TO NAIL, INITIAL ENCOUNTER"
S92111A,S92.111A,2.0,"DISPLACED FRACTURE OF NECK OF RIGHT TALUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
M06019,M06.019,2.0,"RHEUMATOID ARTHRITIS WITHOUT RHEUMATOID FACTOR, UNSPECIFIED SHOULDER"
M12551,M12.551,2.0,"TRAUMATIC ARTHROPATHY, RIGHT HIP"
M1A0420,M1A.0420,2.0,"IDIOPATHIC CHRONIC GOUT, LEFT HAND, WITHOUT TOPHUS (TOPHI)"
T22311D,T22.311D,2.0,"BURN OF THIRD DEGREE OF RIGHT FOREARM, SUBSEQUENT ENCOUNTER"
T370X5A,T37.0X5A,2.0,"ADVERSE EFFECT OF SULFONAMIDES, INITIAL ENCOUNTER"
T40695A,T40.695A,2.0,"ADVERSE EFFECT OF OTHER NARCOTICS, INITIAL ENCOUNTER"
T43635A,T43.635A,2.0,"ADVERSE EFFECT OF METHYLPHENIDATE, INITIAL ENCOUNTER"
P2989,P29.89,2.0,OTHER CARDIOVASCULAR DISORDERS ORIGINATING IN THE PERINATAL PERIOD
P773,P77.3,2.0,STAGE 3 NECROTIZING ENTEROCOLITIS IN NEWBORN
P9681,P96.81,2.0,EXPOSURE TO (PARENTAL) (ENVIRONMENTAL) TOBACCO SMOKE IN THE PERINATAL PERIOD
Q188,Q18.8,2.0,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF FACE AND NECK
R142,R14.2,2.0,ERUCTATION
R190,R19.0,2.0,"INTRA-ABDOMINAL AND PELVIC SWELLING, MASS AND LUMP"
P9689,P96.89,2.0,OTHER SPECIFIED CONDITIONS ORIGINATING IN THE PERINATAL PERIOD
Q078,Q07.8,2.0,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF NERVOUS SYSTEM
Q396,Q39.6,2.0,CONGENITAL DIVERTICULUM OF ESOPHAGUS
Q752,Q75.2,2.0,HYPERTELORISM
R879,R87.9,2.0,UNSPECIFIED ABNORMAL FINDING IN SPECIMENS FROM FEMALE GENITAL ORGANS
R911,R91.1,2.0,SOLITARY PULMONARY NODULE
E7879,E78.79,2.0,OTHER DISORDERS OF BILE ACID AND CHOLESTEROL METABOLISM
E894,E894,1.0,IGNITION OF HIGHLY INFLAMMABLE MATERIAL
F40233,F40.233,2.0,FEAR OF INJURY
F4323,F43.23,2.0,ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD
G4089,G40.89,2.0,OTHER SEIZURES
0391,039.1,1.0,PULMONARY ACTINOMYCOTIC INFECTION
20197,201.97,1.0,"HODGKIN'S DISEASE, UNSPECIFIED TYPE, INVOLVING SPLEEN"
20251,202.51,1.0,"LETTERER-SIWE DISEASE INVOLVING LYMPH NODES OF HEAD, FACE, AND NECK"
20903,209.03,1.0,MALIGNANT CARCINOID TUMOR OF THE ILEUM
S41029A,S41.029A,2.0,"LACERATION WITH FOREIGN BODY OF UNSPECIFIED SHOULDER, INITIAL ENCOUNTER"
S42251S,S42.251S,2.0,"DISPLACED FRACTURE OF GREATER TUBEROSITY OF RIGHT HUMERUS, SEQUELA"
S42255P,S42.255P,2.0,"NONDISPLACED FRACTURE OF GREATER TUBEROSITY OF LEFT HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION"
S45292A,S45.292A,2.0,"OTHER SPECIFIED INJURY OF AXILLARY OR BRACHIAL VEIN, LEFT SIDE, INITIAL ENCOUNTER"
S22020A,S22.020A,2.0,"WEDGE COMPRESSION FRACTURE OF SECOND THORACIC VERTEBRA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S22081G,S22.081G,2.0,"STABLE BURST FRACTURE OF T11-T12 VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING"
E798,E79.8,2.0,OTHER DISORDERS OF PURINE AND PYRIMIDINE METABOLISM
E852,E85.2,2.0,"HEREDOFAMILIAL AMYLOIDOSIS, UNSPECIFIED"
F15922,F15.922,2.0,"OTHER STIMULANT USE, UNSPECIFIED WITH INTOXICATION WITH PERCEPTUAL DISTURBANCE"
F19950,F19.950,2.0,"OTHER PSYCHOACTIVE SUBSTANCE USE, UNSPECIFIED WITH PSYCHOACTIVE SUBSTANCE-INDUCED PSYCHOTIC DISORDER WITH DELUSIONS"
F521,F52.1,2.0,SEXUAL AVERSION DISORDER
F940,F94.0,2.0,SELECTIVE MUTISM
S76309D,S76.309D,2.0,"UNSPECIFIED INJURY OF MUSCLE, FASCIA AND TENDON OF THE POSTERIOR MUSCLE GROUP AT THIGH LEVEL, UNSPECIFIED THIGH, SUBSEQUENT ENCOUNTER"
S82033A,S82.033A,2.0,"DISPLACED TRANSVERSE FRACTURE OF UNSPECIFIED PATELLA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
I862,I86.2,2.0,PELVIC VARICES
J0121,J01.21,2.0,ACUTE RECURRENT ETHMOIDAL SINUSITIS
J330,J33.0,2.0,POLYP OF NASAL CAVITY
J701,J70.1,2.0,CHRONIC AND OTHER PULMONARY MANIFESTATIONS DUE TO RADIATION
J940,J94.0,2.0,CHYLOUS EFFUSION
K08434,K08.434,2.0,"PARTIAL LOSS OF TEETH DUE TO CARIES, CLASS IV"
K51414,K51.414,2.0,INFLAMMATORY POLYPS OF COLON WITH ABSCESS
K8064,K80.64,2.0,CALCULUS OF GALLBLADDER AND BILE DUCT WITH CHRONIC CHOLECYSTITIS WITHOUT OBSTRUCTION
K910,K91.0,2.0,VOMITING FOLLOWING GASTROINTESTINAL SURGERY
L0232,L02.32,2.0,FURUNCLE OF BUTTOCK
L431,L43.1,2.0,BULLOUS LICHEN PLANUS
L639,L63.9,2.0,"ALOPECIA AREATA, UNSPECIFIED"
L650,L65.0,2.0,TELOGEN EFFLUVIUM
O328XX0,O32.8XX0,2.0,"MATERNAL CARE FOR OTHER MALPRESENTATION OF FETUS, NOT APPLICABLE OR UNSPECIFIED"
O480,O48.0,2.0,POST-TERM PREGNANCY
O9279,O92.79,2.0,OTHER DISORDERS OF LACTATION
N896,N89.6,2.0,TIGHT HYMENAL RING
O1422,O14.22,2.0,"HELLP SYNDROME (HELLP), SECOND TRIMESTER"
O2686,O26.86,2.0,PRURITIC URTICARIAL PAPULES AND PLAQUES OF PREGNANCY (PUPPP)
O26892,O26.892,2.0,"OTHER SPECIFIED PREGNANCY RELATED CONDITIONS, SECOND TRIMESTER"
S92014D,S92.014D,2.0,"NONDISPLACED FRACTURE OF BODY OF RIGHT CALCANEUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S92062G,S92.062G,2.0,"DISPLACED INTRAARTICULAR FRACTURE OF LEFT CALCANEUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING"
S92355D,S92.355D,2.0,"NONDISPLACED FRACTURE OF FIFTH METATARSAL BONE, LEFT FOOT, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S92531D,S92.531D,2.0,"DISPLACED FRACTURE OF DISTAL PHALANX OF RIGHT LESSER TOE(S), SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S93699A,S93.699A,2.0,"OTHER SPRAIN OF UNSPECIFIED FOOT, INITIAL ENCOUNTER"
S95011D,S95.011D,2.0,"LACERATION OF DORSAL ARTERY OF RIGHT FOOT, SUBSEQUENT ENCOUNTER"
T169XXA,T16.9XXA,2.0,"FOREIGN BODY IN EAR, UNSPECIFIED EAR, INITIAL ENCOUNTER"
T183XXA,T18.3XXA,2.0,"FOREIGN BODY IN SMALL INTESTINE, INITIAL ENCOUNTER"
T2000XA,T20.00XA,2.0,"BURN OF UNSPECIFIED DEGREE OF HEAD, FACE, AND NECK, UNSPECIFIED SITE, INITIAL ENCOUNTER"
T2040XA,T20.40XA,2.0,"CORROSION OF UNSPECIFIED DEGREE OF HEAD, FACE, AND NECK, UNSPECIFIED SITE, INITIAL ENCOUNTER"
G998,G99.8,2.0,OTHER SPECIFIED DISORDERS OF NERVOUS SYSTEM IN DISEASES CLASSIFIED ELSEWHERE
H04131,H04.131,2.0,"LACRIMAL CYST, RIGHT LACRIMAL GLAND"
H11122,H11.122,2.0,"CONJUNCTIVAL CONCRETIONS, LEFT EYE"
H35341,H35.341,2.0,"MACULAR CYST, HOLE, OR PSEUDOHOLE, RIGHT EYE"
